template_code,retro_template,template_hash,classification,library_occurence,reaction_id,name,source_file,source_line,confidence,needs_review,has_generic_group,generic_resolution_status,aizynthfinder_ready,conditions,raw_reaction_smiles,forward_smarts
93,[#8]=[#6]1:[#6](-[#8]):[#6](-[#6]2:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:2):[#8]:[#6]2:[#6]:[#6](-[#8]):[#6]:[#6](-[#8]):[#6]:1:2>>[#6]-[#6@H]1-[#8]-[#6@H](-[#8]-[#6]2:[#6]:[#6](-[#8]):[#6]3:[#6](=[#8]):[#6](-[#8]):[#6](-[#6]4:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:4):[#8]:[#6]:3:[#6]:2)-[#6@@H](-[#8])-[#6@@H](-[#8])-[#6@@H]-1-[#8].[H+],e505767c346405c9b9f52c6259270fade291781a1e042e18b9a6824ab10dc4e6,glycosylation,1,LIT_0089,4.5.2 黄酮苷的水解 / 4.5.2.1 氧苷黄酮,26-06-25 黄酮化合物的性质.md,251,0.95,False,False,not_generic,True,"此外如山柰酚-3-O-芹菜糖-7-O-鼠李糖苷，不同条件下水解产物见图4.17。 2. 5% H2SO4, 100°C, 3h （1. 产物经相同条件也会得到相同产物） 黄酮-5-O-葡萄糖苷在酸存在的情况下极易水解，这样往往导致5-O-葡萄糖苷发生水解而变为苷元，从而很难分离得到黄酮-5-O-葡萄糖苷。Glennie CW和Harborne JB曾对此类反应进行研究，结果表明化合物樨草素、麦黄酮和一些黄酮醇的5-O-葡萄糖苷要比相应的7-O-葡萄糖苷更易发生水解反应。例如，水解掉50%毛地黄黄酮5-O-葡萄糖苷需要10s，而相应的水解50%毛地黄黄酮7-O-葡萄糖则需要20min的时间；Geibel M和Feucht W于1991年发现黄酮5-O-葡萄糖苷在乙酸、草酸、苹果酸的存在下也能发生水解，异黄酮和黄酮的5-O-葡萄糖在1mol/L苹果酸60℃下很容易发生水解，而二氢黄酮的5-O葡萄糖在这种条件下却相对稳定，黄酮7-O-葡萄糖苷在这种条件下较稳定，不易发生水解反应。 这些研究表明黄酮苷的水解速率：葡萄糖醛酸<葡萄糖<鼠李糖。不同位置的黄酮苷水解难易程度顺序为5>3>3′=5′>4′>7。",C[C@H]1O[C@H](Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2)[C@@H](O)[C@@H](O)[C@@H]1O.[H+]>>O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,[#6]-[#6@H]1-[#8]-[#6@H](-[#8]-[#6]2:[#6]:[#6](-[#8]):[#6]3:[#6](=[#8]):[#6](-[#8]):[#6](-[#6]4:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:4):[#8]:[#6]:3:[#6]:2)-[#6@@H](-[#8])-[#6@@H](-[#8])-[#6@@H]-1-[#8].[H+]>>[#8]=[#6]1:[#6](-[#8]):[#6](-[#6]2:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:2):[#8]:[#6]2:[#6]:[#6](-[#8]):[#6]:[#6](-[#8]):[#6]:1:2
94,[#8]=[#6](/[#6]=[#6]/[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1)-[#8]-[#6@H]1-[#6@@H](-[#8])-[#6@@H](-[#8]-[#6]2:[#6](-[#6]3:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:3):[#8]:[#6]3:[#6]:[#6](-[#8]):[#6]:[#6](-[#8]):[#6]:3:[#6]:2=[#8])-[#8]-[#6@@H](-[#6]-[#8])-[#6@@H]-1-[#8]-[#6@H]1-[#8]-[#6@@H](-[#6]-[#8])-[#6@H](-[#8])-[#6@@H](-[#8])-[#6@H]-1-[#8]>>[#6]-[#6@H]1-[#8]-[#6@H](-[#8]-[#6]2:[#6]:[#6](-[#8]):[#6]3:[#6](=[#8]):[#6](-[#8]-[#6@H]4-[#8]-[#6@@H](-[#6]-[#8])-[#6@H](-[#8]-[#6@H]5-[#8]-[#6@@H](-[#6]-[#8])-[#6@H](-[#8])-[#6@@H](-[#8])-[#6@H]-5-[#8])-[#6@@H](-[#8]-[#6](=[#8])/[#6]=[#6]/[#6]5:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:5)-[#6@H]-4-[#8]):[#6](-[#6]4:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:4):[#8]:[#6]:3:[#6]:2)-[#6@@H](-[#8])-[#6@@H](-[#8])-[#6@@H]-1-[#8],3b3d457adbc0e677c17224df753b69639c8ea54750d74bac303bd2081b9ef821,flavonoid_synthesis,1,LIT_0090,4.5.2 黄酮苷的水解 / 4.5.2.1 氧苷黄酮,26-06-25 黄酮化合物的性质.md,271,0.85,False,False,not_generic,True,,C[C@H]1O[C@H](Oc2cc(O)c3c(=O)c(O[C@H]4O[C@@H](CO)[C@H](O[C@H]5O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](OC(=O)/C=C/c5ccc(O)c(O)c5)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@@H](O)[C@@H](O)[C@@H]1O>>O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@@H](O)[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@@H](CO)[C@@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O,[#6]-[#6@H]1-[#8]-[#6@H](-[#8]-[#6]2:[#6]:[#6](-[#8]):[#6]3:[#6](=[#8]):[#6](-[#8]-[#6@H]4-[#8]-[#6@@H](-[#6]-[#8])-[#6@H](-[#8]-[#6@H]5-[#8]-[#6@@H](-[#6]-[#8])-[#6@H](-[#8])-[#6@@H](-[#8])-[#6@H]-5-[#8])-[#6@@H](-[#8]-[#6](=[#8])/[#6]=[#6]/[#6]5:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:5)-[#6@H]-4-[#8]):[#6](-[#6]4:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:4):[#8]:[#6]:3:[#6]:2)-[#6@@H](-[#8])-[#6@@H](-[#8])-[#6@@H]-1-[#8]>>[#8]=[#6](/[#6]=[#6]/[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1)-[#8]-[#6@H]1-[#6@@H](-[#8])-[#6@@H](-[#8]-[#6]2:[#6](-[#6]3:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:3):[#8]:[#6]3:[#6]:[#6](-[#8]):[#6]:[#6](-[#8]):[#6]:3:[#6]:2=[#8])-[#8]-[#6@@H](-[#6]-[#8])-[#6@@H]-1-[#8]-[#6@H]1-[#8]-[#6@@H](-[#6]-[#8])-[#6@H](-[#8])-[#6@@H](-[#8])-[#6@H]-1-[#8]
95,[#8]=[#6](/[#6]=[#6]/[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1)-[#8]-[#6@@H]1-[#6@@H](-[#8])-[#6@H](-[#6]-[#8])-[#8]-[#6@H](-[#8]-[#6]2:[#6](-[#6]3:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:3):[#8]:[#6]3:[#6]:[#6](-[#8]):[#6]:[#6](-[#8]):[#6]:3:[#6]:2=[#8])-[#6@@H]-1-[#8]>>[#8]=[#6](/[#6]=[#6]/[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1)-[#8]-[#6@H]1-[#6@@H](-[#8])-[#6@@H](-[#8]-[#6]2:[#6](-[#6]3:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:3):[#8]:[#6]3:[#6]:[#6](-[#8]):[#6]:[#6](-[#8]):[#6]:3:[#6]:2=[#8])-[#8]-[#6@@H](-[#6]-[#8])-[#6@@H]-1-[#8]-[#6@H]1-[#8]-[#6@@H](-[#6]-[#8])-[#6@H](-[#8])-[#6@@H](-[#8])-[#6@H]-1-[#8],a9249343d1278dad5c8bd68ebf674e4f60eecd293219a2abfd6ab5431ae23c64,glycosylation,1,LIT_0091,4.5.2 黄酮苷的水解 / 4.5.2.1 氧苷黄酮,26-06-25 黄酮化合物的性质.md,276,0.95,False,False,not_generic,True,C-苷黄酮上的糖不能通过酸水解除去，对于这样的化合物在强酸条件下也能给出一些相关的信息。用强酸处理C-苷黄酮会发生Wessely-Moser重排，如8-C-葡萄糖基芹菜素化合物牡荆素，在酸存在的情况下产生一个同分异构体6-C-葡萄糖基异构体异牡荆素，这样就可以通过色谱学方法区分，见图4.19。对于糖在6位和8位的二碳苷黄酮也会发生类似的反应。此外还会发生糖环异构化，如C-阿拉伯吡喃糖苷异构化为C-阿拉伯吡喃糖苷和呋喃糖苷的混合物。,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@@H](O)[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@@H](CO)[C@@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O>>O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@@H](O)[C@H](CO)O[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@@H]1O,[#8]=[#6](/[#6]=[#6]/[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1)-[#8]-[#6@H]1-[#6@@H](-[#8])-[#6@@H](-[#8]-[#6]2:[#6](-[#6]3:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:3):[#8]:[#6]3:[#6]:[#6](-[#8]):[#6]:[#6](-[#8]):[#6]:3:[#6]:2=[#8])-[#8]-[#6@@H](-[#6]-[#8])-[#6@@H]-1-[#8]-[#6@H]1-[#8]-[#6@@H](-[#6]-[#8])-[#6@H](-[#8])-[#6@@H](-[#8])-[#6@H]-1-[#8]>>[#8]=[#6](/[#6]=[#6]/[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1)-[#8]-[#6@@H]1-[#6@@H](-[#8])-[#6@H](-[#6]-[#8])-[#8]-[#6@H](-[#8]-[#6]2:[#6](-[#6]3:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:3):[#8]:[#6]3:[#6]:[#6](-[#8]):[#6]:[#6](-[#8]):[#6]:3:[#6]:2=[#8])-[#6@@H]-1-[#8]
96,[#8]=[#6]1:[#6]:[#6](-[#6]2:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:2):[#8]:[#6]2:[#6]:[#6](-[#8]):[#6](-[#6]3-[#8]-[#6](-[#6]-[#8])-[#6](-[#8])-[#6](-[#8])-[#6]-3-[#8]):[#6](-[#8]):[#6]:1:2>>[#8]=[#6]1:[#6]:[#6](-[#6]2:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:2):[#8]:[#6]2:[#6](-[#6]3-[#8]-[#6](-[#6]-[#8])-[#6](-[#8])-[#6](-[#8])-[#6]-3-[#8]):[#6](-[#8]):[#6]:[#6](-[#8]):[#6]:1:2.[H+],75475a66f719eb9ad588b070db1cd0a0008eba25c96dfc64aa571b7ea7cc110f,glycosylation,1,LIT_0092,4.5.2 黄酮苷的水解 / 4.5.2.2 碳苷黄酮,26-06-25 黄酮化合物的性质.md,284,0.95,False,False,not_generic,True,C-苷黄酮上的糖不能通过酸水解除去，对于这样的化合物在强酸条件下也能给出一些相关的信息。用强酸处理C-苷黄酮会发生Wessely-Moser重排，如8-C-葡萄糖基芹菜素化合物牡荆素，在酸存在的情况下产生一个同分异构体6-C-葡萄糖基异构体异牡荆素，这样就可以通过色谱学方法区分，见图4.19。对于糖在6位和8位的二碳苷黄酮也会发生类似的反应。此外还会发生糖环异构化，如C-阿拉伯吡喃糖苷异构化为C-阿拉伯吡喃糖苷和呋喃糖苷的混合物。 对于C-苷黄酮的水解，可采用过氧化的方法，水解后的产物容易鉴定，并且黄酮骨架的连接方式可以通过羧基所在位置加以确定。此外，还可通过三氯化铁氧化糖苷去除C-苷黄酮中的糖分子，见图4.20。但是此方法可能导致黄酮分子部分结构的破坏。C-葡萄糖基黄酮水解后可以获得葡萄糖和阿拉伯糖，然而C-苷鼠李糖水解后则只得到鼠李糖。 下面反应条件为FeCl3，加热。,O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12.[H+]>>O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,[#8]=[#6]1:[#6]:[#6](-[#6]2:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:2):[#8]:[#6]2:[#6](-[#6]3-[#8]-[#6](-[#6]-[#8])-[#6](-[#8])-[#6](-[#8])-[#6]-3-[#8]):[#6](-[#8]):[#6]:[#6](-[#8]):[#6]:1:2.[H+]>>[#8]=[#6]1:[#6]:[#6](-[#6]2:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:2):[#8]:[#6]2:[#6]:[#6](-[#8]):[#6](-[#6]3-[#8]-[#6](-[#6]-[#8])-[#6](-[#8])-[#6](-[#8])-[#6]-3-[#8]):[#6](-[#8]):[#6]:1:2
97,[#6]-[#8]-[#6]1:[#6]:[#6](-[#8]-[#6]):[#6]2:[#6](=[#8]):[#6]:[#6](-[#6]3:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]):[#6]:3):[#8]:[#6]:2:[#6]:1>>[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]2:[#6]:[#6](=[#8]):[#6]3:[#6](-[#8]-[#6]):[#6]:[#6](-[#8]-[#6]):[#6](-[#6]4-[#8]-[#6](-[#6]-[#8])-[#6](-[#8])-[#6](-[#8])-[#6]-4-[#8]):[#6]:3:[#8]:2):[#6]:[#6]:1-[#8]-[#6],769b050593b5af88e4e68416129851818b734dd61792b657f5fa01903e43924a,glycosylation,1,LIT_0093,4.5.2 黄酮苷的水解 / 4.5.2.2 碳苷黄酮,26-06-25 黄酮化合物的性质.md,291,0.95,False,False,not_generic,True,对于C-苷黄酮的水解，可采用过氧化的方法，水解后的产物容易鉴定，并且黄酮骨架的连接方式可以通过羧基所在位置加以确定。此外，还可通过三氯化铁氧化糖苷去除C-苷黄酮中的糖分子，见图4.20。但是此方法可能导致黄酮分子部分结构的破坏。C-葡萄糖基黄酮水解后可以获得葡萄糖和阿拉伯糖，然而C-苷鼠李糖水解后则只得到鼠李糖。 下面反应条件为FeCl3，加热。 查耳酮可被氧化生成相应的橙酮，橙酮经氰化钾溶液处理可转变为黄酮：,COc1ccc(-c2cc(=O)c3c(OC)cc(OC)c(C4OC(CO)C(O)C(O)C4O)c3o2)cc1OC>>COc1cc(OC)c2c(=O)cc(-c3ccc(OC)c(OC)c3)oc2c1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]2:[#6]:[#6](=[#8]):[#6]3:[#6](-[#8]-[#6]):[#6]:[#6](-[#8]-[#6]):[#6](-[#6]4-[#8]-[#6](-[#6]-[#8])-[#6](-[#8])-[#6](-[#8])-[#6]-4-[#8]):[#6]:3:[#8]:2):[#6]:[#6]:1-[#8]-[#6]>>[#6]-[#8]-[#6]1:[#6]:[#6](-[#8]-[#6]):[#6]2:[#6](=[#8]):[#6]:[#6](-[#6]3:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]):[#6]:3):[#8]:[#6]:2:[#6]:1
98,[#8]=[#6]1/[#6](=[#6]/[#6]2:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:2)-[#8]-[#6]2:[#6]-1:[#6]:[#6]:[#6](-[#8]-[#6@H]1-[#8]-[#6@@H](-[#6]-[#8])-[#6@H](-[#8])-[#6@@H](-[#8])-[#6@H]-1-[#8]):[#6]:2-[#8]>>[#8]=[#6](/[#6]=[#6]/[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1)-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6@H]2-[#8]-[#6@@H](-[#6]-[#8])-[#6@H](-[#8])-[#6@@H](-[#8])-[#6@H]-2-[#8]):[#6](-[#8]):[#6]:1-[#8],0150621458cb0d6f568599b9801a2b7afad467090f8dc33662c1c06ef5740c42,chalcone_synthesis,1,LIT_0094,"4.5 黄酮化合物的化学降解[4,5] / 4.5.3 黄酮的互相转化",26-06-25 黄酮化合物的性质.md,300,0.95,False,False,not_generic,True,查耳酮可被氧化生成相应的橙酮，橙酮经氰化钾溶液处理可转变为黄酮： 下面的* = Glu，为氧化反应,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O)c(O)c1O>>O=C1/C(=C/c2ccc(O)c(O)c2)Oc2c1ccc(O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O)c2O,[#8]=[#6](/[#6]=[#6]/[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1)-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6@H]2-[#8]-[#6@@H](-[#6]-[#8])-[#6@H](-[#8])-[#6@@H](-[#8])-[#6@H]-2-[#8]):[#6](-[#8]):[#6]:1-[#8]>>[#8]=[#6]1/[#6](=[#6]/[#6]2:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:2)-[#8]-[#6]2:[#6]-1:[#6]:[#6]:[#6](-[#8]-[#6@H]1-[#8]-[#6@@H](-[#6]-[#8])-[#6@H](-[#8])-[#6@@H](-[#8])-[#6@H]-1-[#8]):[#6]:2-[#8]
99,[#7]#[#6]/[#6](=[#6]/[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8-])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#7]#[#6-]->[K+].[#8]=[#6]1/[#6](=[#6]/[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-1,79a42f44fa01dc7f75f48c32c9e9f3c340ec188435e2302814addaaa59b9429e,chalcone_synthesis,1,LIT_0095,"4.5 黄酮化合物的化学降解[4,5] / 4.5.3 黄酮的互相转化",26-06-25 黄酮化合物的性质.md,303,0.95,False,False,not_generic,True,查耳酮可被氧化生成相应的橙酮，橙酮经氰化钾溶液处理可转变为黄酮： 下面的* = Glu，为氧化反应 若被碱性过氧化氢氧化则生成黄酮醇：,N#[C-][K+].O=C1/C(=C/c2ccccc2)Oc2ccccc21>>N#C/C(=C/C(=O)c1ccccc1[O-])c1ccccc1,[#7]#[#6-]->[K+].[#8]=[#6]1/[#6](=[#6]/[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-1>>[#7]#[#6]/[#6](=[#6]/[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8-])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1
100,[#8]=[#6]1:[#6]:[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#8]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2>>[#7]#[#6]/[#6](=[#6]/[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8-])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,eb87a531ab349fca0c8b24c3c621e393e8fe91092f6c526b029073d732c06d5b,flavonoid_synthesis,1,LIT_0096,"4.5 黄酮化合物的化学降解[4,5] / 4.5.3 黄酮的互相转化",26-06-25 黄酮化合物的性质.md,306,0.95,False,False,not_generic,True,下面的* = Glu，为氧化反应 若被碱性过氧化氢氧化则生成黄酮醇：,N#C/C(=C/C(=O)c1ccccc1[O-])c1ccccc1>>O=c1cc(-c2ccccc2)oc2ccccc12,[#7]#[#6]/[#6](=[#6]/[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8-])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#8]=[#6]1:[#6]:[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#8]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2
101,[#8]=[#6]1:[#6](-[#8]):[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#8]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2>>[#8]=[#6]1/[#6](=[#6]/[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-1.[#8H-].[#8]-[#8],188ca3f4ce3ff49702c0c568bb723f24cb3d267f6ce05ce38d9b15dbfb120f36,flavanone_synthesis,1,LIT_0097,"4.5 黄酮化合物的化学降解[4,5] / 4.5.3 黄酮的互相转化",26-06-25 黄酮化合物的性质.md,311,0.95,False,False,not_generic,True,若被碱性过氧化氢氧化则生成黄酮醇： 二氢黄酮醇在碱性条件下经空气氧化可转变为黄酮醇（图4.22）。,O=C1/C(=C/c2ccccc2)Oc2ccccc21.[OH-].OO>>O=c1c(O)c(-c2ccccc2)oc2ccccc12,[#8]=[#6]1/[#6](=[#6]/[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-1.[#8H-].[#8]-[#8]>>[#8]=[#6]1:[#6](-[#8]):[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#8]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2
102,[#8]=[#6]1-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6](-[#8])(-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]-1-[#8]>>[#8]=[#8].[#8]=[#6]1-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]-1-[#8].[#8]-[Na],26ab0ca212057daaaa4a38f15ab75afbda5729aca938d860d3a863e7e3c0620a,flavanone_synthesis,1,LIT_0098,"4.5 黄酮化合物的化学降解[4,5] / 4.5.3 黄酮的互相转化",26-06-25 黄酮化合物的性质.md,317,0.95,False,False,not_generic,True,若被碱性过氧化氢氧化则生成黄酮醇： 二氢黄酮醇在碱性条件下经空气氧化可转变为黄酮醇（图4.22）。,O=O.O=C1c2ccccc2OC(c2ccccc2)C1O.[O][Na]>>O=C1c2ccccc2OC(O)(c2ccccc2)C1O,[#8]=[#8].[#8]=[#6]1-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]-1-[#8].[#8]-[Na]>>[#8]=[#6]1-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6](-[#8])(-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]-1-[#8]
103,[#8]=[#6]1:[#6](-[#8]):[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#8]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2>>[#8]=[#6]1-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6](-[#8])(-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]-1-[#8],c8ced3faaae11c40f923ca26eee248ed7a90e48bcbbb07d16bfe828a235b494e,flavanone_synthesis,1,LIT_0099,"4.5 黄酮化合物的化学降解[4,5] / 4.5.3 黄酮的互相转化",26-06-25 黄酮化合物的性质.md,320,0.95,False,False,not_generic,True,二氢黄酮醇在碱性条件下经空气氧化可转变为黄酮醇（图4.22）。,O=C1c2ccccc2OC(O)(c2ccccc2)C1O>>O=c1c(O)c(-c2ccccc2)oc2ccccc12,[#8]=[#6]1-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6](-[#8])(-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]-1-[#8]>>[#8]=[#6]1:[#6](-[#8]):[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#8]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2
104,[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6](=[#8])-[#6]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6](=[#8])-[#6].[#8]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,5a0c2e39f46f1267bed7002999c674cdd0b4bc42202fd8912239873704034070,chalcone_synthesis,1,LIT_0100,图6.1 Claisen-Schmidt反应合成查耳酮（两个苯环均可以有任意位点取代基，反应条件为酸或碱）,26-06-26 黄酮化合物的合成.md,20,0.95,False,False,not_generic,True,"合成查耳酮的方法很多，通常是以甲醇或无水乙醇为反应溶剂，由苯乙酮及其衍生物与芳香醛在碱或酸作用下缩合而成，即Claisen-Schmidt反应（图6.1）。经典的合成方法是使用强碱或者强酸催化苯乙酮和苯甲醛的羟醛缩合，但是具有副反应较多、产率偏低、反应时间长等缺点。近年来，许多优良的催化剂与溶剂被逐一利用，如 $\ce{KF-Al2O3}$、$\ce{NaNO3}$/天然磷酸、$\ce{SmI3}$/$\ce{TMSCI}$、$\ce{SOCl3}$、哌啶、$\ce{CdI3}$、无水 $\ce{ZnCl3}$、$\ce{AlPO4-Al2O3}$、$\ce{BMPTO}$（双对甲氧苯基氧化碲）、$\ce{BEPTO}$（双对乙氧苯基氧化碲）、$\ce{NaOH}$（固体）、$\ce{NH4OAc}$、$\ce{SnCl2}$/$\ce{Na2SO3}$、$\ce{Ti(OR)3}$、$\ce{PTSA}$、$\ce{SnCl4}$、$\ce{AlCl3}$、$\ce{TiCl4}$、$\ce{FeCl3}$、$\ce{BCl3}$、$\ce{LiHMDS}$/$\ce{THF}$、水滑石/1,3-二丁基-2-甲基四氟硼酸咪唑盐、$\ce{Zn(bpy)(OAc)2}$、沸石、$\ce{RuCl3}$、$\ce{Cp2ZrH2}$/$\ce{NiCl2}$、$\ce{BF3*Et2O}$等。 图6.1 Claisen-Schmidt反应合成查耳酮（两个苯环均可以有任意位点取代基，反应条件为酸或碱） 黄丹等在超声波条件下对查耳酮的合成进行了研究，结果表明该方法操作简单，反应速度快，产率高。在微波辐射下进行羟醛缩合反应，不仅可以提高产品收率，而且可以极大地缩短反应时间。 alpha-卤代苯乙烯在路易斯酸的催化下，与芳香醛室温发生类似羟醛缩合的反应，选择性地生成反式查耳酮(图6.2)。",c1ccccc1C(=O)C.O=Cc1ccccc1>>c1ccccc1C(=O)C=Cc2ccccc2,[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6](=[#8])-[#6].[#8]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6](=[#8])-[#6]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1
